product_name,correct_category
สีน้ำโฟร์ซีซั่น ชนิดด้าน สำหรับทาภายใน เบส เอ บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY02Scrat.บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กแถบรีดร้อน ขนาด 287 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
ท่อเหล็กแบนกัลวาไนซ์ 100 x 50 x 1.1 มม.,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ GB01 บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กลวดคาร์บอนต่ำ ชั้นคุณภาพ SWRM20 ขนาด 5.5 mm.,ผลิตภัณฑ์เหล็ก
สีน้ำทีโอเอ ชิลด์ วัน นาโน ชนิดด้าน สำหรับภายใน สีขาว บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
สีน้ำโฟร์ซีซั่น ชนิดกึ่งเงา เบส เอ บรรจุ 5 แกลลอน,สีและเคมีภัณฑ์
ดูราคลีน เอ พลัส สีน้ำ กึ่งเงา ภายใน เบส 2.5 แกลลอน #000B,สีและเคมีภัณฑ์
เบเยอร์คูล ไดมอนด์ ชิลด์ พลัส ชนิดเนียน ภายนอก เบส ดี ขนาด 2.5 แกลลอน,สีและเคมีภัณฑ์
เหล็กเส้นกลม RB8 SR24,ผลิตภัณฑ์เหล็ก
เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็น ชนิดท่อเหลี่ยม ขนาด 40 x 40 มิลลิเมตร ความหนา 1.60 - 4.00 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
สีน้ำภายใน TOA PRO EXPERT#000B 5 แกลลอน,สีและเคมีภัณฑ์
เบเยอร์ คูล ไดมอนด์ ชิลด์ 15 กึ่งเงา เบส ดี ขนาด 1 แกลลอน,สีและเคมีภัณฑ์
ข้อต่อตรงเกลียวในทองเหลือง-หนา ฟ้า 18,สุขภัณฑ์
ทีโอเอ HVG ท็อปการ์ด โพลียูรีเทน 2K กึ่งเงาใส ส่วนเอ 1 แกลลอน #SEMI,สีและเคมีภัณฑ์
ลวดเหล็กคาร์บอนปานกลาง,ผลิตภัณฑ์เหล็ก
สีน้ำทีโอเอ รูฟ เพ้นท์ ซันบล๊อค สีขาว บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
สีน้ำซุปเปอร์ชิลด์ ดูราคลีน เอ พลัส ชนิดกึ่งเงา สีขาว บรรจุ 1 แกลลอน,สีและเคมีภัณฑ์
แผ่นเหล็กเคลือบโครเมียมชนิดม้วน 1 ตัน,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ GY02Worm บรรจุถุง 20 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ สีรองพื้น อีโค เมทัล 1 แกลลอน #GEC01,สีและเคมีภัณฑ์
เหล็กแผ่นรีดร้อน ขนาด 1524 x 6096 มิลลิเมตร ความหนา 1.20 - 12.70 มิลลิเมตร,ผลิตภัณฑ์เหล็ก
เหล็กแถบรีดร้อน ขนาด 180 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
แผ่นพื้นสำเร็จรูปสามขา กว้าง 35 ซม. หนา 7 ซม. เส้นลวดขนาด 4 มม. 3 เส้น,ผลิตภัณฑ์เหล็ก
เสือ มอร์ตาร์ ฉาบผิวคอนกรีต บรรจุถุง 50 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ซุปเปอร์ เมเทค สีน้ำ ชนิดด้าน สำหรับภายนอก เบสบี บรรจุ 2.5 แกลลอน,สีและเคมีภัณฑ์
ดูราคลีน เอ พลัส สีน้ำ กึ่งเงา ภายใน เบส 2.5 แกลลอน #000D,สีและเคมีภัณฑ์
ซุปเปอร์เมเทค เอ็กซ์เปิร์ต สีน้ำด้าน นอก ผสมรองพื้น เบส 5 แกลลอน #000D,สีและเคมีภัณฑ์
Montania Brand White Portland Cement 42.63 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เสาเข็มคอนกรีตอัดแรง ตัวไอ (มาตรฐานโรงงาน) I-220x220 มม. ประเภทมีหัวต่อและไม่มีหัวต่อ,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
White Tiger Brand White Mixed Cement (Blue) ขนาด 40 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กแถบรีดร้อน ขนาด 285 มม. หนา 1.40 - 3.20 มม.,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีเท็กซ์เจอร์ YE04Worm บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
คอนกรีตผสมเสร็จ ตราอินทรีคอนกรีต ขนาดกำลังอัด 320 ksc,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ปูนซีเมนต์ผสม (PF-E) บรรจุกระสอบ ขนาด 22 กิโลกรัม,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กเส้นข้ออ้อย SD40 DB16 12M,ผลิตภัณฑ์เหล็ก
ข้อต่อตรงเกลียวในทองเหลือง-หนา ฟ้า 20,สุขภัณฑ์
คอนกรีตผสมเสร็จ NM02032,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
เหล็กลวดคาร์บอนต่ำ ชั้นคุณภาพ SWRM17 ขนาด 7 mm.,ผลิตภัณฑ์เหล็ก
ปูนซีเมนต์สำเร็จรูป เสือเดคอร์ ฉาบสีผิวเรียบ GR03 บรรจุถุง,ปูนซีเมนต์และผลิตภัณฑ์คอนกรีต
ทีโอเอ ออร์แกนิค แคร์ สีน้ำ เนียน ภายใน เบส 9 ลิตร #000A,สีและเคมีภัณฑ์
